timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1782574661391,110,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-100,text,false,,1079,190,100,100,https://api.clickup.com/api/v2/user,110,0,42
1782574661390,112,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-98,text,false,,1079,190,100,100,https://api.clickup.com/api/v2/user,112,0,43
1782574661397,106,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-23,text,false,,1079,190,100,100,https://api.clickup.com/api/v2/user,106,0,43
1782574661394,109,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-86,text,false,,1079,190,100,100,https://api.clickup.com/api/v2/user,109,0,43
1782574661389,115,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-31,text,false,,1079,190,100,100,https://api.clickup.com/api/v2/user,115,0,43
1782574661378,128,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-26,text,false,,1079,190,100,100,https://api.clickup.com/api/v2/user,128,0,43
1782574661397,109,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-33,text,false,,1079,190,100,100,https://api.clickup.com/api/v2/user,109,0,43
1782574661398,109,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-99,text,false,,1079,190,100,100,https://api.clickup.com/api/v2/user,109,0,43
1782574661399,108,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-21,text,false,,1077,190,100,100,https://api.clickup.com/api/v2/user,108,0,44
1782574661403,105,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-27,text,false,,1079,190,100,100,https://api.clickup.com/api/v2/user,105,0,43
1782574661345,163,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-83,text,false,,1079,190,100,100,https://api.clickup.com/api/v2/user,163,0,43
1782574661403,105,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-87,text,false,,1079,190,100,100,https://api.clickup.com/api/v2/user,105,0,43
1782574661402,107,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-88,text,false,,1078,190,100,100,https://api.clickup.com/api/v2/user,107,0,42
1782574661399,112,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-11,text,false,,1079,190,100,100,https://api.clickup.com/api/v2/user,112,0,43
1782574661377,137,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-93,text,false,,1078,190,100,100,https://api.clickup.com/api/v2/user,137,0,57
1782574661403,111,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-79,text,false,,1078,190,100,100,https://api.clickup.com/api/v2/user,111,0,43
